mmsi,rtime,longitude,latitude,shipName,shipType,ShipType,shipTypeText
232001490.00000000,2018-05-01T05:13:52.000Z,-4.82014167,56.05334000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:13:41.000Z,-4.82014167,56.05333500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:13:32.000Z,-4.82014000,56.05333500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:13:21.000Z,-4.82014000,56.05333333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:13:02.000Z,-4.82014000,56.05332667,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:12:51.000Z,-4.82014000,56.05332500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:12:41.000Z,-4.82014167,56.05332333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:12:32.000Z,-4.82014167,56.05332500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:12:21.000Z,-4.82014000,56.05332833,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:12:11.000Z,-4.82014000,56.05333000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:12:01.000Z,-4.82014167,56.05333333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:11:51.000Z,-4.82014500,56.05333500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:11:41.000Z,-4.82014500,56.05333667,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:11:32.000Z,-4.82014667,56.05333500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:11:21.000Z,-4.82014500,56.05333667,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:11:11.000Z,-4.82014500,56.05333833,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:10:51.000Z,-4.82014500,56.05334000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:10:42.000Z,-4.82014667,56.05333833,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:10:31.000Z,-4.82014667,56.05333833,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:10:20.000Z,-4.82014833,56.05334000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:10:11.000Z,-4.82014833,56.05334167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:09:51.000Z,-4.82014833,56.05334167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:09:42.000Z,-4.82015000,56.05334167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:09:31.000Z,-4.82015000,56.05334167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:09:20.000Z,-4.82014833,56.05334333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:09:10.000Z,-4.82014833,56.05334333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:08:52.000Z,-4.82015000,56.05334333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:08:42.000Z,-4.82015000,56.05334500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:08:31.000Z,-4.82015167,56.05333333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:08:20.000Z,-4.82012000,56.05333000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:08:10.000Z,-4.82012000,56.05333000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:08:01.000Z,-4.82012167,56.05333167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:07:51.000Z,-4.82012167,56.05334667,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:07:41.000Z,-4.82012167,56.05334667,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:07:31.000Z,-4.82012167,56.05334333,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:07:20.000Z,-4.82012167,56.05334000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:07:10.000Z,-4.82012000,56.05333667,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:07:01.000Z,-4.82012000,56.05333500,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:06:51.000Z,-4.82012167,56.05333167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:06:41.000Z,-4.82012167,56.05333000,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:06:31.000Z,-4.82012000,56.05333167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:06:20.000Z,-4.82014667,56.05333167,SD IMPETUS,52.00000000,Tug,Tug
232001490.00000000,2018-05-01T05:06:10.000Z,-4.82014667,56.05333333,SD IMPETUS,52.00000000,Tug,Tug
